row,age,username,freq,services,netflix,amazon,Showtime,youtube,fuboTV,Crackle,Discovery+,CBS All Access,Rent or Buy,Apple TV+,hulu,Philo,FOX,PlutoTV,HBO MAX,Starz,Disney+,IMDb TV,FX,Tubi,NBC,Peacock
211,71,francine_sabo,3-FEWER_THREE_PER_MONTH,{'FOX': 1},,,,,,,,,,,,,1.0,,,,,,,,,
212,67,verda_pope,2-FEW_TIMES_WEEK,"{'netflix': 1, 'hulu': 1}",1.0,,,,,,,,,,1.0,,,,,,,,,,,
213,50,odell_valenti,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
214,70,michelle_wellman,2-FEW_TIMES_WEEK,{'Apple TV+': 1},,,,,,,,,,1.0,,,,,,,,,,,,
216,77,tasha_blodgett,2-FEW_TIMES_WEEK,{'amazon': 1},,1.0,,,,,,,,,,,,,,,,,,,,
217,48,isreal_sorenson,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
218,60,erich_jude,1-DAILY,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
220,57,lyndon_zepeda,3-FEWER_THREE_PER_MONTH,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
221,37,alene_mcnamara,2-FEW_TIMES_WEEK,"{'youtube': 1, 'Disney+': 1}",,,,1.0,,,,,,,,,,,,,1.0,,,,,
222,66,noah_baldridge,3-FEWER_THREE_PER_MONTH,"{'hulu': 1, 'netflix': 1}",1.0,,,,,,,,,,1.0,,,,,,,,,,,
223,65,junior_gearhart,2-FEW_TIMES_WEEK,"{'youtube': 1, 'Starz': 1}",,,,1.0,,,,,,,,,,,,1.0,,,,,,
224,19,adelaide_fay,2-FEW_TIMES_WEEK,"{'fuboTV': 1, 'Apple TV+': 1}",,,,,1.0,,,,,1.0,,,,,,,,,,,,
225,66,merlin_hackett,1-DAILY,"{'Philo': 1, 'youtube': 1}",,,,1.0,,,,,,,,1.0,,,,,,,,,,
226,59,jayne_towle,1-DAILY,"{'youtube': 1, 'PlutoTV': 1}",,,,1.0,,,,,,,,,,1.0,,,,,,,,
227,55,rory_stonge,2-FEW_TIMES_WEEK,{'Peacock': 1},,,,,,,,,,,,,,,,,,,,,,1.0
228,38,darrin_canady,3-FEWER_THREE_PER_MONTH,"{'amazon': 1, 'netflix': 1}",1.0,1.0,,,,,,,,,,,,,,,,,,,,
229,65,quinn_orta,3-FEWER_THREE_PER_MONTH,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
230,47,mayra_sparrow,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
231,22,howard_catalano,2-FEW_TIMES_WEEK,"{'Disney+': 1, 'netflix': 1, 'youtube': 1, 'PlutoTV': 1}",1.0,,,1.0,,,,,,,,,,1.0,,,1.0,,,,,
232,54,buford_hanna,3-FEWER_THREE_PER_MONTH,{'HBO MAX': 1},,,,,,,,,,,,,,,1.0,,,,,,,
233,76,lettie_wilbanks,3-FEWER_THREE_PER_MONTH,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
234,21,erlinda_ingraham,1-DAILY,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
235,49,migdalia_pulliam,1-DAILY,"{'Showtime': 1, 'youtube': 1}",,,1.0,1.0,,,,,,,,,,,,,,,,,,
236,37,candida_bevins,3-FEWER_THREE_PER_MONTH,"{'netflix': 1, 'youtube': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
237,27,bobbie_soliz,3-FEWER_THREE_PER_MONTH,"{'youtube': 1, 'hulu': 1}",,,,1.0,,,,,,,1.0,,,,,,,,,,,
239,53,eldridge_fischer,2-FEW_TIMES_WEEK,"{'Showtime': 1, 'netflix': 1}",1.0,,1.0,,,,,,,,,,,,,,,,,,,
240,77,haydee_shields,3-FEWER_THREE_PER_MONTH,{'Rent or Buy': 1},,,,,,,,,1.0,,,,,,,,,,,,,
242,38,demarcus_kennedy,1-DAILY,"{'netflix': 1, 'youtube': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
243,59,lucille_brinkley,2-FEW_TIMES_WEEK,"{'hulu': 1, 'Starz': 1}",,,,,,,,,,,1.0,,,,,1.0,,,,,,
244,59,junior_fry,2-FEW_TIMES_WEEK,{'Disney+': 1},,,,,,,,,,,,,,,,,1.0,,,,,
245,68,ezekiel_whitman,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
246,55,arron_block,1-DAILY,"{'netflix': 1, 'Disney+': 1, 'youtube': 1}",1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,
247,63,tatiana_walker,1-DAILY,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
248,45,georgina_cooney,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
249,39,lino_hopkins,2-FEW_TIMES_WEEK,"{'netflix': 1, 'Starz': 1}",1.0,,,,,,,,,,,,,,,1.0,,,,,,
250,23,parker_boren,1-DAILY,"{'youtube': 1, 'netflix': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
251,20,markus_durham,3-FEWER_THREE_PER_MONTH,"{'youtube': 1, 'netflix': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
252,61,steven_leach,3-FEWER_THREE_PER_MONTH,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
253,43,sterling_mccall,2-FEW_TIMES_WEEK,"{'amazon': 1, 'netflix': 1}",1.0,1.0,,,,,,,,,,,,,,,,,,,,
254,52,cathryn_fortney,1-DAILY,"{'Tubi': 1, 'hulu': 1}",,,,,,,,,,,1.0,,,,,,,,,1.0,,
255,71,percy_mcclanahan,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
256,26,tamika_sharp,1-DAILY,"{'netflix': 1, 'IMDb TV': 1}",1.0,,,,,,,,,,,,,,,,,1.0,,,,
257,28,dee_wampler,1-DAILY,{'Showtime': 1},,,1.0,,,,,,,,,,,,,,,,,,,
258,68,robbin_bradshaw,2-FEW_TIMES_WEEK,{'Discovery+': 1},,,,,,,1.0,,,,,,,,,,,,,,,
259,36,brendon_brownell,2-FEW_TIMES_WEEK,{'amazon': 1},,1.0,,,,,,,,,,,,,,,,,,,,
260,49,susanne_mcclinton,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
261,36,samantha_carvalho,2-FEW_TIMES_WEEK,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
262,74,landon_baylor,3-FEWER_THREE_PER_MONTH,{'Disney+': 1},,,,,,,,,,,,,,,,,1.0,,,,,
263,42,marco_dellinger,2-FEW_TIMES_WEEK,"{'HBO MAX': 1, 'hulu': 1}",,,,,,,,,,,1.0,,,,1.0,,,,,,,
264,51,charlie_keeler,3-FEWER_THREE_PER_MONTH,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
265,77,mitzi_cabral,3-FEWER_THREE_PER_MONTH,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
266,20,clement_hayward,3-FEWER_THREE_PER_MONTH,"{'netflix': 1, 'fuboTV': 1}",1.0,,,,1.0,,,,,,,,,,,,,,,,,
267,73,elliot_grady,3-FEWER_THREE_PER_MONTH,"{'youtube': 1, 'amazon': 1, 'netflix': 1}",1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,
268,61,sun_frias,2-FEW_TIMES_WEEK,"{'Crackle': 1, 'netflix': 1}",1.0,,,,,1.0,,,,,,,,,,,,,,,,
269,48,willy_huerta,1-DAILY,"{'netflix': 1, 'Philo': 1, 'youtube': 1}",1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,
270,53,quintin_neville,2-FEW_TIMES_WEEK,"{'youtube': 1, 'CBS All Access': 1}",,,,1.0,,,,1.0,,,,,,,,,,,,,,
271,22,noah_stidham,2-FEW_TIMES_WEEK,"{'netflix': 1, 'youtube': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
272,75,herbert_speight,2-FEW_TIMES_WEEK,"{'youtube': 1, 'netflix': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
273,54,ginny_sayre,3-FEWER_THREE_PER_MONTH,"{'amazon': 1, 'Tubi': 1}",,1.0,,,,,,,,,,,,,,,,,,1.0,,
274,79,orlando_marino,3-FEWER_THREE_PER_MONTH,"{'netflix': 1, 'Disney+': 1}",1.0,,,,,,,,,,,,,,,,1.0,,,,,
275,71,karl_perreault,3-FEWER_THREE_PER_MONTH,"{'hulu': 1, 'youtube': 1}",,,,1.0,,,,,,,1.0,,,,,,,,,,,
276,36,ronny_huston,2-FEW_TIMES_WEEK,{'CBS All Access': 1},,,,,,,,1.0,,,,,,,,,,,,,,
277,26,emmanuel_langford,1-DAILY,"{'netflix': 1, 'youtube': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
278,30,mitch_hixson,1-DAILY,"{'netflix': 1, 'CBS All Access': 1}",1.0,,,,,,,1.0,,,,,,,,,,,,,,
279,28,britney_fortner,3-FEWER_THREE_PER_MONTH,{'Apple TV+': 1},,,,,,,,,,1.0,,,,,,,,,,,,
280,65,carlene_ricker,3-FEWER_THREE_PER_MONTH,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
281,56,reva_cromer,3-FEWER_THREE_PER_MONTH,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
282,23,donald_gunther,1-DAILY,"{'Philo': 1, 'Starz': 1}",,,,,,,,,,,,1.0,,,,1.0,,,,,,
283,66,lindsey_aldrich,1-DAILY,"{'youtube': 1, 'HBO MAX': 1}",,,,1.0,,,,,,,,,,,1.0,,,,,,,
284,65,may_floyd,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
285,79,dan_edge,3-FEWER_THREE_PER_MONTH,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
286,24,helga_akin,2-FEW_TIMES_WEEK,"{'netflix': 1, 'hulu': 1}",1.0,,,,,,,,,,1.0,,,,,,,,,,,
287,40,nathaniel_pettway,1-DAILY,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
288,66,milton_slocum,2-FEW_TIMES_WEEK,"{'netflix': 1, 'youtube': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
290,24,pete_irizarry,2-FEW_TIMES_WEEK,"{'hulu': 1, 'HBO MAX': 1, 'NBC': 1}",,,,,,,,,,,1.0,,,,1.0,,,,,,1.0,
291,78,marcella_cote,1-DAILY,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
292,51,delphine_warfield,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
293,72,lauren_hargrave,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
295,29,deann_villarreal,1-DAILY,"{'hulu': 1, 'youtube': 1}",,,,1.0,,,,,,,1.0,,,,,,,,,,,
296,60,claudine_plunkett,3-FEWER_THREE_PER_MONTH,"{'Peacock': 1, 'CBS All Access': 1, 'youtube': 1}",,,,1.0,,,,1.0,,,,,,,,,,,,,,1.0
297,18,dee_dial,3-FEWER_THREE_PER_MONTH,"{'Disney+': 1, 'amazon': 1, 'Discovery+': 1}",,1.0,,,,,1.0,,,,,,,,,,1.0,,,,,
298,73,jeremy_merrill,1-DAILY,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
299,65,garrett_grisham,1-DAILY,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
300,27,georgia_bunnell,1-DAILY,"{'HBO MAX': 1, 'Philo': 1, 'Crackle': 1}",,,,,,1.0,,,,,,1.0,,,1.0,,,,,,,
301,74,josiah_freedman,1-DAILY,{'Starz': 1},,,,,,,,,,,,,,,,1.0,,,,,,
302,24,lashawn_ridenour,1-DAILY,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
303,22,ola_bagley,2-FEW_TIMES_WEEK,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
304,64,brooks_mondragon,2-FEW_TIMES_WEEK,"{'youtube': 1, 'Philo': 1}",,,,1.0,,,,,,,,1.0,,,,,,,,,,
305,29,bertram_schwab,2-FEW_TIMES_WEEK,"{'netflix': 1, 'youtube': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
306,74,nedra_briley,2-FEW_TIMES_WEEK,"{'hulu': 1, 'netflix': 1}",1.0,,,,,,,,,,1.0,,,,,,,,,,,
307,77,millie_taber,3-FEWER_THREE_PER_MONTH,{'HBO MAX': 1},,,,,,,,,,,,,,,1.0,,,,,,,
308,69,edmund_riddick,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
309,74,deangelo_roddy,1-DAILY,"{'hulu': 1, 'amazon': 1}",,1.0,,,,,,,,,1.0,,,,,,,,,,,
310,18,gabrielle_herrera,1-DAILY,"{'netflix': 1, 'hulu': 1, 'youtube': 1}",1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,
311,43,kathrine_cockrell,1-DAILY,{'FOX': 1},,,,,,,,,,,,,1.0,,,,,,,,,
312,20,milagros_hughey,2-FEW_TIMES_WEEK,"{'Apple TV+': 1, 'amazon': 1}",,1.0,,,,,,,,1.0,,,,,,,,,,,,
313,66,brooks_conyers,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
314,33,rosie_mattos,2-FEW_TIMES_WEEK,"{'netflix': 1, 'hulu': 1}",1.0,,,,,,,,,,1.0,,,,,,,,,,,
315,42,rocio_beers,1-DAILY,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
317,43,alec_nolan,1-DAILY,"{'youtube': 1, 'Crackle': 1}",,,,1.0,,1.0,,,,,,,,,,,,,,,,
318,51,forrest_beckham,2-FEW_TIMES_WEEK,"{'netflix': 1, 'hulu': 1}",1.0,,,,,,,,,,1.0,,,,,,,,,,,
319,29,janis_gower,3-FEWER_THREE_PER_MONTH,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
320,69,dixie_young,3-FEWER_THREE_PER_MONTH,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
322,72,carol_crump,3-FEWER_THREE_PER_MONTH,{'HBO MAX': 1},,,,,,,,,,,,,,,1.0,,,,,,,
323,49,richelle_wilhelm,2-FEW_TIMES_WEEK,"{'netflix': 1, 'youtube': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
325,42,kristopher_rickman,1-DAILY,"{'Philo': 1, 'hulu': 1}",,,,,,,,,,,1.0,1.0,,,,,,,,,,
326,32,lena_cole,1-DAILY,"{'netflix': 1, 'fuboTV': 1}",1.0,,,,1.0,,,,,,,,,,,,,,,,,
327,53,nigel_cassidy,2-FEW_TIMES_WEEK,"{'netflix': 1, 'youtube': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
328,46,kelley_brackett,2-FEW_TIMES_WEEK,"{'Tubi': 1, 'netflix': 1}",1.0,,,,,,,,,,,,,,,,,,,1.0,,
329,54,cleo_hodgson,2-FEW_TIMES_WEEK,"{'Disney+': 1, 'youtube': 1}",,,,1.0,,,,,,,,,,,,,1.0,,,,,
330,61,diego_renner,2-FEW_TIMES_WEEK,"{'netflix': 1, 'hulu': 1}",1.0,,,,,,,,,,1.0,,,,,,,,,,,
331,18,may_woodall,1-DAILY,"{'amazon': 1, 'FX': 1, 'youtube': 1}",,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,
332,31,rebeca_faust,2-FEW_TIMES_WEEK,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
333,35,wade_goode,1-DAILY,"{'Starz': 1, 'Tubi': 1, 'Discovery+': 1}",,,,,,,1.0,,,,,,,,,1.0,,,,1.0,,
335,61,marty_cisneros,1-DAILY,{'Showtime': 1},,,1.0,,,,,,,,,,,,,,,,,,,
337,67,lolita_richardson,1-DAILY,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
338,24,guy_okeefe,1-DAILY,"{'netflix': 1, 'youtube': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
339,68,suzan_rice,3-FEWER_THREE_PER_MONTH,"{'netflix': 1, 'hulu': 1}",1.0,,,,,,,,,,1.0,,,,,,,,,,,
340,54,vern_gladden,1-DAILY,{'IMDb TV': 1},,,,,,,,,,,,,,,,,,1.0,,,,
341,64,nelson_kinder,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
342,38,francisca_noble,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
343,37,genoveva_houck,3-FEWER_THREE_PER_MONTH,"{'netflix': 1, 'youtube': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
344,54,eddie_lopes,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
345,19,noble_lombardi,3-FEWER_THREE_PER_MONTH,"{'Disney+': 1, 'youtube': 1}",,,,1.0,,,,,,,,,,,,,1.0,,,,,
346,26,eldon_watson,1-DAILY,"{'Disney+': 1, 'hulu': 1, 'Starz': 1}",,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,
347,24,dionne_nowell,1-DAILY,"{'Discovery+': 1, 'netflix': 1}",1.0,,,,,,1.0,,,,,,,,,,,,,,,
348,49,tyrone_schweitzer,2-FEW_TIMES_WEEK,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
351,41,verna_summers,1-DAILY,"{'Showtime': 1, 'hulu': 1}",,,1.0,,,,,,,,1.0,,,,,,,,,,,
352,47,mauro_adler,1-DAILY,"{'netflix': 1, 'hulu': 1}",1.0,,,,,,,,,,1.0,,,,,,,,,,,
353,73,oralia_wheaton,1-DAILY,{'HBO MAX': 1},,,,,,,,,,,,,,,1.0,,,,,,,
354,25,ramon_fitts,1-DAILY,"{'amazon': 1, 'youtube': 1}",,1.0,,1.0,,,,,,,,,,,,,,,,,,
355,62,maribel_barbosa,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
356,40,shaun_hyman,2-FEW_TIMES_WEEK,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
357,27,kenny_mclaughlin,1-DAILY,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
358,66,oralia_merrill,1-DAILY,"{'Philo': 1, 'hulu': 1}",,,,,,,,,,,1.0,1.0,,,,,,,,,,
359,18,dion_cash,2-FEW_TIMES_WEEK,"{'youtube': 1, 'Philo': 1, 'netflix': 1}",1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,
361,53,harriet_hollins,2-FEW_TIMES_WEEK,{'amazon': 1},,1.0,,,,,,,,,,,,,,,,,,,,
362,79,lois_apodaca,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
365,60,malcolm_moye,2-FEW_TIMES_WEEK,{'amazon': 1},,1.0,,,,,,,,,,,,,,,,,,,,
366,57,crystal_reuter,1-DAILY,"{'HBO MAX': 1, 'youtube': 1}",,,,1.0,,,,,,,,,,,1.0,,,,,,,
368,76,margot_ulrich,2-FEW_TIMES_WEEK,"{'youtube': 1, 'hulu': 1}",,,,1.0,,,,,,,1.0,,,,,,,,,,,
369,32,leland_abell,1-DAILY,"{'netflix': 1, 'youtube': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
370,78,wilbert_culbertson,3-FEWER_THREE_PER_MONTH,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
371,57,christal_meacham,1-DAILY,{'fuboTV': 1},,,,,1.0,,,,,,,,,,,,,,,,,
372,59,demarcus_blackmon,1-DAILY,"{'youtube': 1, 'netflix': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
373,27,ingrid_lawless,3-FEWER_THREE_PER_MONTH,"{'Apple TV+': 1, 'youtube': 1}",,,,1.0,,,,,,1.0,,,,,,,,,,,,
374,53,jarod_medlock,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
375,31,brandon_jasso,3-FEWER_THREE_PER_MONTH,"{'youtube': 1, 'hulu': 1, 'netflix': 1}",1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,
376,63,ahmed_dennison,3-FEWER_THREE_PER_MONTH,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
377,67,ernestine_keeling,3-FEWER_THREE_PER_MONTH,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
378,28,robbie_billings,2-FEW_TIMES_WEEK,"{'hulu': 1, 'NBC': 1, 'youtube': 1}",,,,1.0,,,,,,,1.0,,,,,,,,,,1.0,
379,22,windy_carswell,1-DAILY,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
380,22,luis_osborn,1-DAILY,"{'netflix': 1, 'youtube': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
381,70,lea_keeney,3-FEWER_THREE_PER_MONTH,{'CBS All Access': 1},,,,,,,,1.0,,,,,,,,,,,,,,
382,29,franklin_richter,1-DAILY,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
383,64,patsy_gale,1-DAILY,{'PlutoTV': 1},,,,,,,,,,,,,,1.0,,,,,,,,
385,55,hanna_kuntz,1-DAILY,{'Discovery+': 1},,,,,,,1.0,,,,,,,,,,,,,,,
386,74,cleo_bosley,3-FEWER_THREE_PER_MONTH,"{'amazon': 1, 'youtube': 1, 'netflix': 1}",1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,
388,30,barrett_rincon,3-FEWER_THREE_PER_MONTH,"{'fuboTV': 1, 'youtube': 1}",,,,1.0,1.0,,,,,,,,,,,,,,,,,
389,78,jesus_scruggs,1-DAILY,{'Rent or Buy': 1},,,,,,,,,1.0,,,,,,,,,,,,,
390,72,arnold_north,2-FEW_TIMES_WEEK,{'CBS All Access': 1},,,,,,,,1.0,,,,,,,,,,,,,,
391,27,vincent_canty,1-DAILY,"{'netflix': 1, 'youtube': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
392,21,alba_seitz,2-FEW_TIMES_WEEK,"{'hulu': 1, 'Discovery+': 1}",,,,,,,1.0,,,,1.0,,,,,,,,,,,
393,42,brad_kincaid,2-FEW_TIMES_WEEK,{'amazon': 1},,1.0,,,,,,,,,,,,,,,,,,,,
394,21,theo_surratt,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
395,76,adolph_arellano,3-FEWER_THREE_PER_MONTH,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
396,50,irvin_kozak,1-DAILY,{'Philo': 1},,,,,,,,,,,,1.0,,,,,,,,,,
397,49,hollis_casanova,3-FEWER_THREE_PER_MONTH,"{'netflix': 1, 'Starz': 1}",1.0,,,,,,,,,,,,,,,1.0,,,,,,
398,22,marian_casey,2-FEW_TIMES_WEEK,"{'amazon': 1, 'youtube': 1}",,1.0,,1.0,,,,,,,,,,,,,,,,,,
400,59,toni_madrid,3-FEWER_THREE_PER_MONTH,{'IMDb TV': 1},,,,,,,,,,,,,,,,,,1.0,,,,
401,19,lucile_ott,2-FEW_TIMES_WEEK,"{'hulu': 1, 'youtube': 1}",,,,1.0,,,,,,,1.0,,,,,,,,,,,
402,47,walker_wagner,2-FEW_TIMES_WEEK,"{'amazon': 1, 'netflix': 1}",1.0,1.0,,,,,,,,,,,,,,,,,,,,
404,30,jeremy_traylor,3-FEWER_THREE_PER_MONTH,"{'youtube': 1, 'netflix': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
405,26,lucio_skipper,2-FEW_TIMES_WEEK,"{'hulu': 1, 'netflix': 1}",1.0,,,,,,,,,,1.0,,,,,,,,,,,
406,45,ollie_scott,1-DAILY,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
407,46,bernadette_addison,2-FEW_TIMES_WEEK,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
408,43,aisha_robison,3-FEWER_THREE_PER_MONTH,"{'youtube': 1, 'IMDb TV': 1, 'amazon': 1}",,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,
409,26,denver_farrow,1-DAILY,"{'netflix': 1, 'Discovery+': 1}",1.0,,,,,,1.0,,,,,,,,,,,,,,,
411,20,treva_janssen,1-DAILY,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
412,31,vesta_sisson,1-DAILY,"{'netflix': 1, 'youtube': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
413,49,lidia_gonzales,2-FEW_TIMES_WEEK,"{'youtube': 1, 'hulu': 1}",,,,1.0,,,,,,,1.0,,,,,,,,,,,
414,73,lenore_amundson,3-FEWER_THREE_PER_MONTH,"{'amazon': 1, 'HBO MAX': 1, 'hulu': 1}",,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,
415,73,tamika_beltran,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
416,25,josef_linares,2-FEW_TIMES_WEEK,"{'netflix': 1, 'hulu': 1}",1.0,,,,,,,,,,1.0,,,,,,,,,,,
417,28,lamont_askew,2-FEW_TIMES_WEEK,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
418,68,minerva_heffner,3-FEWER_THREE_PER_MONTH,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
419,28,darcy_croft,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
420,18,miranda_regalado,1-DAILY,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
421,73,curt_bruns,1-DAILY,"{'netflix': 1, 'youtube': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
422,72,richard_fogg,2-FEW_TIMES_WEEK,"{'netflix': 1, 'amazon': 1}",1.0,1.0,,,,,,,,,,,,,,,,,,,,
423,37,darlene_markham,1-DAILY,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
424,39,lane_westbrook,2-FEW_TIMES_WEEK,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
425,57,elizabeth_rutledge,3-FEWER_THREE_PER_MONTH,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
426,37,blake_ponder,2-FEW_TIMES_WEEK,{'amazon': 1},,1.0,,,,,,,,,,,,,,,,,,,,
427,73,georgianna_lemieux,1-DAILY,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
428,76,jacque_richey,2-FEW_TIMES_WEEK,{'Showtime': 1},,,1.0,,,,,,,,,,,,,,,,,,,
429,79,freddie_whited,3-FEWER_THREE_PER_MONTH,{'amazon': 1},,1.0,,,,,,,,,,,,,,,,,,,,
430,76,andrea_lankford,3-FEWER_THREE_PER_MONTH,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
431,36,harley_boss,1-DAILY,"{'youtube': 1, 'CBS All Access': 1, 'hulu': 1}",,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,
432,54,evelyn_muncy,2-FEW_TIMES_WEEK,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
433,66,carlene_grubb,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
434,62,hong_durham,2-FEW_TIMES_WEEK,{'Tubi': 1},,,,,,,,,,,,,,,,,,,,1.0,,
